frame,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32
0,0.500128448009491,0.6697900891304016,-0.42060747742652893,0.5050936341285706,0.6547699570655823,-0.4103480875492096,0.5080910325050354,0.6537390947341919,-0.4104148745536804,0.5104961395263672,0.6526702642440796,-0.41053181886672974,0.4952467978000641,0.6550016403198242,-0.4104672968387604,0.4923766255378723,0.6543959975242615,-0.41049832105636597,0.48994725942611694,0.6535521745681763,-0.4105064272880554,0.5150725245475769,0.6506177186965942,-0.3176492750644684,0.48630279302597046,0.6514933705329895,-0.3155343234539032,0.5047352313995361,0.6810510158538818,-0.3836193382740021,0.4947548508644104,0.681182861328125,-0.38290777802467346,0.5409946441650391,0.6942387819290161,-0.23164555430412292,0.460615336894989,0.6964175701141357,-0.22876794636249542,0.5884685516357422,0.7698876857757568,-0.27333763241767883,0.4198680818080902,0.7756224870681763,-0.26757705211639404,0.6120890378952026,0.8519469499588013,-0.35047125816345215,0.3842824697494507,0.848081648349762,-0.3380221426486969,0.6218414306640625,0.8699300289154053,-0.3735089600086212,0.3709029257297516,0.8659390211105347,-0.35826417803764343,0.6152654886245728,0.8741200566291809,-0.39337557554244995,0.3762398958206177,0.8711150884628296,-0.3830561637878418,0.6113705635070801,0.8705117702484131,-0.3596324920654297,0.3830380141735077,0.86844801902771,-0.3496483862400055,0.5179452896118164,0.8153219223022461,-0.0015850348863750696,0.47746437788009644,0.8119969964027405,0.0016975800972431898,0.5599226355552673,0.778712809085846,-0.26519379019737244,0.4474967122077942,0.778423547744751,-0.26836761832237244,0.5459356904029846,0.9018999934196472,-0.14709794521331787,0.45410141348838806,0.909581184387207,-0.14933784306049347,0.537063717842102,0.9265749454498291,-0.14056512713432312,0.45925360918045044,0.9271145462989807,-0.14224837720394135,0.5575987100601196,0.9461860060691833,-0.24151301383972168,0.4396652281284332,0.9455506801605225,-0.24907687306404114
1,0.49985355138778687,0.6676815748214722,-0.41194280982017517,0.5045760869979858,0.6526219844818115,-0.4006960988044739,0.5075944662094116,0.6515480279922485,-0.4007508158683777,0.5100904703140259,0.6503874063491821,-0.40087851881980896,0.4951353073120117,0.6532974243164062,-0.40077367424964905,0.4923354685306549,0.6526520848274231,-0.40079936385154724,0.489880234003067,0.6518202424049377,-0.400799036026001,0.5145007371902466,0.6470403075218201,-0.30692625045776367,0.48628368973731995,0.6490461230278015,-0.3059306740760803,0.5047402381896973,0.6786640286445618,-0.37517818808555603,0.49470892548561096,0.6794564723968506,-0.3747577965259552,0.5408786535263062,0.6935593485832214,-0.22791215777397156,0.46075278520584106,0.6951192021369934,-0.22452542185783386,0.5876370668411255,0.7698460221290588,-0.27012017369270325,0.41992297768592834,0.7754076719284058,-0.2633495330810547,0.6129025220870972,0.8596498370170593,-0.34617993235588074,0.3838491439819336,0.8480759263038635,-0.33526843786239624,0.6234671473503113,0.8708458542823792,-0.36954599618911743,0.37093493342399597,0.8659155368804932,-0.35476505756378174,0.6169977188110352,0.8748108744621277,-0.39030492305755615,0.3764162063598633,0.8711608648300171,-0.3805253207683563,0.6118462085723877,0.8711645603179932,-0.35601669549942017,0.3826562166213989,0.8684343099594116,-0.3472573757171631,0.5186641812324524,0.8178694844245911,-0.001240903977304697,0.47722768783569336,0.8142662048339844,0.0013060576748102903,0.560077428817749,0.7784650921821594,-0.26860204339027405,0.4436797499656677,0.7789140343666077,-0.2578325867652893,0.5446154475212097,0.9029369950294495,-0.13420997560024261,0.45513004064559937,0.9091305136680603,-0.12049116939306259,0.5367099642753601,0.9264761805534363,-0.125055730342865,0.46044421195983887,0.9267295598983765,-0.11117597669363022,0.557895839214325,0.9451252222061157,-0.2236841470003128,0.4400928020477295,0.9455546736717224,-0.21098120510578156
2,0.4996917247772217,0.6643762588500977,-0.40887436270713806,0.5040627717971802,0.6487610340118408,-0.39691227674484253,0.5070504546165466,0.647510826587677,-0.39696377515792847,0.5094286799430847,0.6462617516517639,-0.3970930576324463,0.49486032128334045,0.6497141122817993,-0.39712628722190857,0.492020845413208,0.6490321159362793,-0.3971587121486664,0.4896309971809387,0.6481186747550964,-0.3971547782421112,0.5138421654701233,0.6424065232276917,-0.30115729570388794,0.4861062467098236,0.6444951891899109,-0.30112069845199585,0.5047242641448975,0.6746777296066284,-0.37155190110206604,0.49457812309265137,0.6761297583580017,-0.3713839650154114,0.5406133532524109,0.6910545825958252,-0.22613051533699036,0.46070703864097595,0.6934780478477478,-0.2235996276140213,0.5864072442054749,0.7698464393615723,-0.2704280614852905,0.41995805501937866,0.7747869491577148,-0.2638431787490845,0.6129183173179626,0.8568505048751831,-0.3536081910133362,0.3837829530239105,0.8480796813964844,-0.34236425161361694,0.6233903765678406,0.8709104657173157,-0.3795567750930786,0.37107038497924805,0.8658460974693298,-0.3642875552177429,0.6169075965881348,0.8747748732566833,-0.4012792110443115,0.37641578912734985,0.8711268901824951,-0.39004531502723694,0.6116354465484619,0.8710952997207642,-0.36460623145103455,0.3825281262397766,0.8684327602386475,-0.35472220182418823,0.518895149230957,0.821319043636322,-0.0010524356039240956,0.4772261679172516,0.820215106010437,0.0010873123537749052,0.5598296523094177,0.7754329442977905,-0.27048856019973755,0.44134360551834106,0.7787634134292603,-0.2505500614643097,0.5443664789199829,0.9028814435005188,-0.13696223497390747,0.4558927118778229,0.9086512327194214,-0.12383729219436646,0.5367611050605774,0.9266743063926697,-0.12666156888008118,0.4621705114841461,0.926887571811676,-0.11610446870326996,0.5575969219207764,0.9417178630828857,-0.22660987079143524,0.4399240016937256,0.9452894330024719,-0.2177516669034958
3,0.4992908835411072,0.6617457866668701,-0.40881651639938354,0.5035999417304993,0.6460303068161011,-0.39646753668785095,0.5065130591392517,0.6448038220405579,-0.39652323722839355,0.50888592004776,0.6436237096786499,-0.39665359258651733,0.49439311027526855,0.6470258235931396,-0.396790474653244,0.49137935042381287,0.6463603377342224,-0.3968266546726227,0.48898735642433167,0.6455267667770386,-0.39682549238204956,0.513518750667572,0.6401311755180359,-0.29939207434654236,0.4855632781982422,0.6421074271202087,-0.2997726798057556,0.5045734643936157,0.672181248664856,-0.3711322546005249,0.49416106939315796,0.6737476587295532,-0.3710744380950928,0.540482759475708,0.6897897720336914,-0.225733682513237,0.4605697989463806,0.692508339881897,-0.22303339838981628,0.5861281156539917,0.7708670496940613,-0.27131402492523193,0.41937899589538574,0.7756947875022888,-0.26483064889907837,0.612801730632782,0.8545807600021362,-0.3558782935142517,0.38337987661361694,0.8483371138572693,-0.34566742181777954,0.623136043548584,0.8709037899971008,-0.3820949196815491,0.37126612663269043,0.8662319779396057,-0.36841461062431335,0.6165900826454163,0.8747236728668213,-0.4033772051334381,0.3764614462852478,0.8712636232376099,-0.3940368592739105,0.611343502998352,0.8708217144012451,-0.3668484687805176,0.38233861327171326,0.8685258030891418,-0.35827988386154175,0.519370436668396,0.8236082196235657,-0.0008934675715863705,0.47710752487182617,0.8237258195877075,0.0009121376788243651,0.5579516887664795,0.7732416987419128,-0.2699509859085083,0.44004306197166443,0.7779635190963745,-0.2505398392677307,0.5443592667579651,0.902713418006897,-0.13739582896232605,0.4561949670314789,0.9075323343276978,-0.1271991729736328,0.5373824834823608,0.9264011979103088,-0.12705513834953308,0.46241965889930725,0.9264980554580688,-0.11992786824703217,0.5572128891944885,0.9398175477981567,-0.22875849902629852,0.4399759769439697,0.9451698064804077,-0.22329750657081604
4,0.49883484840393066,0.6604923605918884,-0.3927684426307678,0.5030498504638672,0.6449557542800903,-0.3806316554546356,0.505959689617157,0.6437807083129883,-0.38069191575050354,0.5083438754081726,0.6426489353179932,-0.3808242380619049,0.49381351470947266,0.6459459066390991,-0.38136154413223267,0.4907129406929016,0.6453206539154053,-0.38139626383781433,0.4883028566837311,0.6445462107658386,-0.3813930153846741,0.5130499005317688,0.6391797661781311,-0.28547972440719604,0.4848852753639221,0.6412120461463928,-0.2875693142414093,0.5043336749076843,0.6709995865821838,-0.35557833313941956,0.4937179684638977,0.6724600195884705,-0.3560374081134796,0.5399343371391296,0.6890199184417725,-0.21498863399028778,0.4603653848171234,0.6918530464172363,-0.21326172351837158,0.5845698118209839,0.7705637812614441,-0.26023197174072266,0.4190421998500824,0.7756904363632202,-0.2570202946662903,0.6128009557723999,0.8535408973693848,-0.3433430790901184,0.3828916549682617,0.848860502243042,-0.33608412742614746,0.623092532157898,0.870229959487915,-0.3680831789970398,0.37075918912887573,0.8664342164993286,-0.3574046492576599,0.6165438890457153,0.8742834329605103,-0.38898614048957825,0.37492164969444275,0.8714366555213928,-0.3839024603366852,0.6113675832748413,0.8702729940414429,-0.35442984104156494,0.38069891929626465,0.8687724471092224,-0.349246621131897,0.5193561315536499,0.8246305584907532,-0.0008120760321617126,0.47699880599975586,0.824409544467926,0.0008277645101770759,0.5573443174362183,0.7734941840171814,-0.26962190866470337,0.439460426568985,0.7778962254524231,-0.2509797215461731,0.5440957546234131,0.9028812646865845,-0.13880355656147003,0.45614591240882874,0.907407820224762,-0.1258314996957779,0.5371501445770264,0.926546037197113,-0.12987485527992249,0.4622921049594879,0.9265986680984497,-0.11796921491622925,0.5570188760757446,0.9396135807037354,-0.23150713741779327,0.43970561027526855,0.9451817870140076,-0.21865370869636536
5,0.4983327388763428,0.6604591608047485,-0.39873597025871277,0.5024019479751587,0.6449062824249268,-0.38667169213294983,0.5052466988563538,0.6437276005744934,-0.38673263788223267,0.5076489448547363,0.6425301432609558,-0.3868646025657654,0.4933536946773529,0.6458868980407715,-0.38726168870925903,0.49023348093032837,0.6452376246452332,-0.3872981667518616,0.48781171441078186,0.6444306969642639,-0.3872961699962616,0.5126104950904846,0.6390140056610107,-0.29040437936782837,0.48452696204185486,0.6408215165138245,-0.2918480634689331,0.5038964152336121,0.6708817481994629,-0.3611389994621277,0.49337586760520935,0.6723489165306091,-0.3613852858543396,0.5396307110786438,0.6885523200035095,-0.2173999845981598,0.4602043628692627,0.6915183663368225,-0.21441921591758728,0.5838465094566345,0.7705543637275696,-0.26145172119140625,0.4186890125274658,0.7762010097503662,-0.25679683685302734,0.6127934455871582,0.8512406945228577,-0.34286388754844666,0.3826039433479309,0.849179744720459,-0.3356708884239197,0.6230525374412537,0.8695744276046753,-0.3672427535057068,0.36988094449043274,0.8665560483932495,-0.35686805844306946,0.6163870096206665,0.8737781047821045,-0.38858872652053833,0.37405380606651306,0.871433436870575,-0.3837433159351349,0.6113525629043579,0.8696632981300354,-0.35393401980400085,0.37988990545272827,0.8688101172447205,-0.3489927649497986,0.5195536613464355,0.8251601457595825,-0.0008310157572850585,0.47701507806777954,0.8242003321647644,0.0008448900771327317,0.5567477345466614,0.7730855941772461,-0.27036771178245544,0.43905800580978394,0.7777414321899414,-0.24983522295951843,0.5438328981399536,0.9028854370117188,-0.145575612783432,0.4561728537082672,0.9073702692985535,-0.12782226502895355,0.5368823409080505,0.9266223311424255,-0.13774673640727997,0.4622620642185211,0.9267582297325134,-0.12032978236675262,0.5566499829292297,0.9393539428710938,-0.23803052306175232,0.4395429491996765,0.9451591372489929,-0.22202157974243164
6,0.49827852845191956,0.6596667766571045,-0.394422709941864,0.5023135542869568,0.6440103054046631,-0.38239195942878723,0.5050865411758423,0.6427926421165466,-0.382453978061676,0.5075151920318604,0.6415571570396423,-0.38258880376815796,0.49329930543899536,0.6449847221374512,-0.3828285038471222,0.49018603563308716,0.6443015933036804,-0.3828640878200531,0.4876818060874939,0.643524169921875,-0.3828624188899994,0.5125551223754883,0.6380501389503479,-0.2874733805656433,0.48436078429222107,0.640055775642395,-0.288266122341156,0.5037627220153809,0.6700981855392456,-0.35732677578926086,0.4933227002620697,0.6716330051422119,-0.357391893863678,0.539573609828949,0.6883448958396912,-0.21679885685443878,0.4600978493690491,0.6912310719490051,-0.21291908621788025,0.5839790105819702,0.7711390256881714,-0.26114314794540405,0.41870006918907166,0.776181697845459,-0.25524619221687317,0.6127200722694397,0.8512027263641357,-0.3409576416015625,0.38260743021965027,0.849277675151825,-0.3325613737106323,0.6230688691139221,0.8695659041404724,-0.3654293119907379,0.36992087960243225,0.866895318031311,-0.35347625613212585,0.616351306438446,0.8737620115280151,-0.386240690946579,0.3740725517272949,0.8716996908187866,-0.38035863637924194,0.611212432384491,0.8696433305740356,-0.3517609238624573,0.3798842132091522,0.8690815567970276,-0.3458815813064575,0.5196619629859924,0.8264909386634827,-0.0007893330184742808,0.47706204652786255,0.8254286050796509,0.0008026121067814529,0.5568517446517944,0.7730287313461304,-0.2700583040714264,0.4379943311214447,0.777891218662262,-0.24913053214550018,0.5437161326408386,0.9030671119689941,-0.143459752202034,0.45603910088539124,0.9071711897850037,-0.12330660969018936,0.5367846488952637,0.9268532395362854,-0.13529536128044128,0.4622473120689392,0.9267396926879883,-0.11510075628757477,0.556824803352356,0.9391791224479675,-0.23254315555095673,0.43953022360801697,0.9453081488609314,-0.2145260125398636
7,0.49828800559043884,0.6574233770370483,-0.3980262875556946,0.5023394227027893,0.641636848449707,-0.3863138258457184,0.5051143765449524,0.6404985189437866,-0.38637566566467285,0.5075472593307495,0.6393898129463196,-0.38650721311569214,0.4933041036128998,0.6428185105323792,-0.3867158591747284,0.49019306898117065,0.6422522068023682,-0.386750727891922,0.48766154050827026,0.6416289210319519,-0.38675034046173096,0.5125597715377808,0.6360835433006287,-0.2905939221382141,0.484243780374527,0.6386052966117859,-0.291423499584198,0.5037699937820435,0.6680012345314026,-0.3609314262866974,0.4933272898197174,0.6699820756912231,-0.3608939051628113,0.5395955443382263,0.6874343156814575,-0.21818342804908752,0.45974287390708923,0.6906266808509827,-0.21461591124534607,0.5836328268051147,0.7712344527244568,-0.2619386315345764,0.41870731115341187,0.7761508226394653,-0.2564975619316101,0.6126941442489624,0.8512135148048401,-0.3445487320423126,0.3826123774051666,0.8492225408554077,-0.33727312088012695,0.6230720281600952,0.8694812059402466,-0.37092652916908264,0.3699425756931305,0.8670250177383423,-0.35956695675849915,0.6163356304168701,0.8737632036209106,-0.39179831743240356,0.3741239905357361,0.8717625737190247,-0.3868817389011383,0.611225962638855,0.8696752786636353,-0.35599416494369507,0.3799189031124115,0.8690868616104126,-0.35094159841537476,0.5196582078933716,0.8275122046470642,-0.0007816691068001091,0.47697362303733826,0.8265726566314697,0.0007937178015708923,0.5574600696563721,0.7733268737792969,-0.2702859342098236,0.4380258619785309,0.7778903245925903,-0.2506212294101715,0.5434881448745728,0.9040923118591309,-0.1433904767036438,0.45606857538223267,0.907198429107666,-0.12427625805139542,0.5364970564842224,0.9273818731307983,-0.13527141511440277,0.4623330533504486,0.9277898073196411,-0.11612242460250854,0.556993305683136,0.9393220543861389,-0.23309889435768127,0.43940576910972595,0.9453132748603821,-0.21749289333820343
8,0.49829643964767456,0.6536006331443787,-0.3990249037742615,0.5023643374443054,0.6381142735481262,-0.38671401143074036,0.5051349401473999,0.6372393369674683,-0.3867782652378082,0.5075762271881104,0.6361596584320068,-0.3869110345840454,0.49330973625183105,0.6390281319618225,-0.387326180934906,0.4901979863643646,0.6386812925338745,-0.38736361265182495,0.4876319468021393,0.6382960677146912,-0.38736453652381897,0.5125683546066284,0.6340999603271484,-0.2895946800708771,0.4841877520084381,0.63664311170578,-0.29161787033081055,0.5037981867790222,0.6649007201194763,-0.361404687166214,0.4933317303657532,0.6672959923744202,-0.3617025911808014,0.5398973226547241,0.6864731907844543,-0.21869423985481262,0.45920830965042114,0.6900532841682434,-0.2152162492275238,0.5826348066329956,0.7712758183479309,-0.26263684034347534,0.4186694025993347,0.7762053608894348,-0.2591107189655304,0.6126879453659058,0.8512142896652222,-0.35146579146385193,0.3826966881752014,0.8489554524421692,-0.3424098491668701,0.6228552460670471,0.869516909122467,-0.3782944679260254,0.3701738715171814,0.8672457337379456,-0.365322083234787,0.6164042353630066,0.8736966252326965,-0.39857473969459534,0.3744971752166748,0.8719145655632019,-0.3914451003074646,0.6114472150802612,0.869667649269104,-0.3628438115119934,0.3800600469112396,0.8690884113311768,-0.35567528009414673,0.5196315050125122,0.8283974528312683,-0.0006939637241885066,0.476793110370636,0.8270601630210876,0.0006995276198722422,0.5570043921470642,0.7750053405761719,-0.2788945734500885,0.4380788207054138,0.7783145308494568,-0.25490668416023254,0.5434322953224182,0.9041697382926941,-0.13911117613315582,0.4560547471046448,0.9067464470863342,-0.11865198612213135,0.5363024473190308,0.9282331466674805,-0.12919014692306519,0.462308794260025,0.9281398057937622,-0.1089845523238182,0.5569953322410583,0.9393916726112366,-0.22801139950752258,0.43909668922424316,0.9451873898506165,-0.21165192127227783
9,0.4983181953430176,0.6512496471405029,-0.38268551230430603,0.5023771524429321,0.6359087824821472,-0.370536744594574,0.5051566362380981,0.6351169347763062,-0.3706023395061493,0.5075984001159668,0.6340600252151489,-0.3707335889339447,0.49331507086753845,0.6367450952529907,-0.3712645173072815,0.49020808935165405,0.636493444442749,-0.37130314111709595,0.4876307547092438,0.6362285614013672,-0.3713030517101288,0.5125829577445984,0.6325457692146301,-0.2757667005062103,0.48415571451187134,0.6352423429489136,-0.2780664265155792,0.5038650631904602,0.6629189252853394,-0.3457530736923218,0.49338626861572266,0.6654864549636841,-0.3462443947792053,0.5399645566940308,0.6856765747070312,-0.2088245451450348,0.4590892791748047,0.6894105076789856,-0.20717041194438934,0.5812381505966187,0.7707282304763794,-0.2522396743297577,0.41849952936172485,0.7762567400932312,-0.24925363063812256,0.6121713519096375,0.850779116153717,-0.33664530515670776,0.38281941413879395,0.849031388759613,-0.3293997645378113,0.6227123141288757,0.8692847490310669,-0.36164695024490356,0.3702121376991272,0.8674315810203552,-0.35107627511024475,0.6164942979812622,0.8733320236206055,-0.38267645239830017,0.37459132075309753,0.8720954656600952,-0.3772062063217163,0.611423671245575,0.869407057762146,-0.3480639159679413,0.38017818331718445,0.869242250919342,-0.34251511096954346,0.519620954990387,0.8290182948112488,-0.0006693020695820451,0.47655946016311646,0.8276658058166504,0.0006731270696036518,0.5570294260978699,0.7751219272613525,-0.27225416898727417,0.43824848532676697,0.778287410736084,-0.25018709897994995,0.5433983206748962,0.9041780233383179,-0.1395706832408905,0.45610538125038147,0.9065439701080322,-0.12115691602230072,0.5362243056297302,0.9287896752357483,-0.1300070583820343,0.4624443054199219,0.9287436008453369,-0.1122937798500061,0.5570145845413208,0.9394130110740662,-0.22941935062408447,0.43928632140159607,0.9446248412132263,-0.21373823285102844
